Nome,Sexo,CPF,Idade,Email,ENEM,Abandono,AbandonoSemestre,CRA_apos2,CRA_apos4,CRA_apos6
Enzo Correia,M,061.375.289-95,27,kcarvalho@example.org,775,False,0.0,7.9205732136223315,8.402805672921845,5.086114134100926
Lívia das Neves,F,602.531.798-40,22,caua07@example.net,746,True,6.0,7.020618230676173,7.274867607553972,0.0
Isis Fogaça,F,495.360.712-07,26,isaacalmeida@example.org,722,True,2.0,0.0,0.0,0.0
Isabel Teixeira,F,089.714.256-01,26,ana-vitoria21@example.net,730,False,0.0,8.862867332745374,6.67649556542842,9.00509714563789
Luiz Fernando Farias,M,864.027.953-56,19,vitor-gabriel24@example.net,642,False,0.0,7.724650786009603,7.868780010650155,5.785160643462195
Alícia Santos,F,965.841.307-20,18,alexiaribeiro@example.com,796,False,0.0,9.035740704720054,7.752295248354013,8.730427913034564
Kamilly Caldeira,F,385.176.029-86,18,ribeiroalicia@example.net,652,False,0.0,7.55703526995943,8.83469826101702,5.1084730719798515
Clarice da Paz,F,850.423.169-06,28,ryan72@example.net,788,True,3.0,6.066305337647261,0.0,0.0
Vitória da Costa,F,296.375.801-40,18,joaquim85@example.net,785,False,0.0,5.965686733699474,8.757678874187047,7.645258816381204
Maria Cecília Gomes,F,972.168.043-50,24,fporto@example.net,749,False,0.0,6.216642739660955,5.107113443439794,6.116311103776837
Esther Mendes,F,120.457.369-70,26,ldas-neves@example.com,799,False,0.0,6.419470170397114,6.763838430155717,7.950775949999091
Antônio Martins,M,769.304.528-74,26,ngoncalves@example.org,680,False,0.0,8.566195375193978,8.882660252274796,7.684955181456944
Maria Cecília Castro,F,206.953.471-52,21,daniel73@example.org,780,False,0.0,7.274881254132145,5.150628439245665,5.580424458945533
Isaac Lopes,M,203.914.568-06,24,tcastro@example.com,758,True,4.0,7.414806544995288,0.0,0.0
Marina Pires,F,493.207.681-96,24,alicesales@example.org,691,False,0.0,6.039411358011213,8.979705444030696,5.029387464303791
Bernardo Ferreira,M,953.084.671-10,20,soliveira@example.net,741,False,0.0,9.510198599368742,5.233705678571152,8.275383360592569
Camila Alves,F,189.620.475-94,22,lmonteiro@example.org,670,True,2.0,0.0,0.0,0.0
Juan Freitas,M,894.763.510-39,22,xfogaca@example.net,746,False,0.0,6.275258442674513,7.147915144399747,7.329612519659393
Francisco Barbosa,M,283.419.650-89,20,paulo23@example.net,694,True,1.0,0.0,0.0,0.0
Matheus Fogaça,M,549.271.368-09,19,leticiacastro@example.net,761,False,0.0,5.6524653634517446,6.791062301928435,9.728701452985558
João Miguel Pires,M,920.316.875-30,28,ppeixoto@example.net,691,False,0.0,7.849467622026791,5.218766717712758,6.068004195939293
Sr. Samuel Pires,M,718.945.602-30,19,igorda-paz@example.com,700,True,2.0,0.0,0.0,0.0
Stephany Melo,F,915.470.368-93,28,erickazevedo@example.com,700,False,0.0,5.817625007981869,9.812209249063436,5.030096301905667
Isis Carvalho,F,407.351.986-75,27,kamillycarvalho@example.net,659,False,0.0,8.89764471353822,9.948069240741585,6.0352626477877624
Ana Beatriz Porto,F,827.456.913-09,18,isabel70@example.com,749,True,5.0,6.461453067723681,7.605342298364578,0.0
Nicole Pereira,F,036.142.897-96,27,agatha64@example.org,706,False,0.0,7.349104351922905,9.964562267255314,7.252520812999727
Francisco Correia,M,356.481.702-62,24,pauloda-conceicao@example.net,651,True,6.0,7.560021610823751,5.104043268291141,0.0
João Felipe Oliveira,M,652.978.013-03,28,gustavo46@example.net,649,True,5.0,9.809683341947505,5.157214953256908,0.0
Sofia Cavalcanti,F,469.352.801-33,20,diego15@example.net,712,True,3.0,6.58156310537076,0.0,0.0
Fernando Melo,M,902.518.637-86,25,umoreira@example.com,666,True,1.0,0.0,0.0,0.0
Sra. Stella Rodrigues,F,041.278.593-50,18,rebeca93@example.com,766,True,4.0,8.368657290605498,0.0,0.0
Sr. Augusto Nascimento,M,267.851.034-44,28,kaique98@example.org,734,True,2.0,0.0,0.0,0.0
Dra. Maria Vitória Oliveira,F,538.701.946-93,19,qdas-neves@example.org,781,True,6.0,5.823237897214978,9.034370602552762,0.0
Pietra Araújo,F,061.394.528-05,20,isabella42@example.org,758,False,0.0,6.327873408861809,5.697991304739865,9.99906055609953
Otávio da Rocha,M,685.207.394-74,19,pietro95@example.net,652,True,2.0,0.0,0.0,0.0
Marcos Vinicius Rocha,M,801.963.472-03,26,limapietra@example.com,679,True,6.0,9.449847218790744,6.465358168280986,0.0
Bryan Rocha,M,249.513.687-73,18,das-nevesryan@example.org,689,False,0.0,7.3698043844238725,8.600508896066755,7.726852565291786
Ana Martins,F,526.317.849-28,21,eloah37@example.com,676,True,3.0,5.646505003030276,0.0,0.0
Sra. Pietra Lima,F,430.251.987-88,24,joao-guilhermeda-rocha@example.net,734,True,4.0,9.112124619691755,0.0,0.0
Ana Júlia Lima,F,052.381.967-68,24,leandrobarbosa@example.org,696,False,0.0,9.637252818842754,6.990213405939899,6.866515784982838
Emanuelly Ferreira,F,642.890.315-60,20,pietra42@example.net,777,True,3.0,7.93362492263125,0.0,0.0
Dr. João Guilherme da Rosa,M,715.206.894-11,24,juliana36@example.net,700,True,6.0,6.891035765294025,9.616058801513901,0.0
Vinicius Caldeira,M,654.137.908-48,19,isiscarvalho@example.com,682,False,0.0,7.445255202758264,6.106092467708333,7.273517342250731
Igor Melo,M,734.986.025-00,24,barrosmaria-eduarda@example.org,752,True,3.0,5.376330147495445,0.0,0.0
Davi Lucca Teixeira,M,964.215.087-58,20,klima@example.org,765,True,7.0,7.909951362077257,6.68890899471239,9.829867364520844
Julia Cardoso,F,563.874.210-71,27,ulima@example.com,659,False,0.0,7.459968698622703,7.782895141680177,6.2900171656779404
Cauã Pereira,M,941.308.526-98,19,joao-guilherme47@example.net,757,False,0.0,7.255104368129944,6.334654916391164,8.813554698868051
Isaac da Rocha,M,347.126.980-04,19,joao-lucas25@example.org,698,True,1.0,0.0,0.0,0.0
Cauã Rezende,M,258.901.647-67,22,xbarros@example.net,760,False,0.0,6.3413675654638055,8.55633804987602,9.83436346363095
Amanda Nunes,F,081.293.746-50,21,nathanalves@example.net,717,False,0.0,8.58626726279107,6.408415073132977,9.091485056613067
Dr. Enzo Gabriel Melo,M,860.143.279-40,21,enzo-gabriel82@example.net,723,True,2.0,0.0,0.0,0.0
Maitê Barros,F,143.957.620-34,21,alicejesus@example.org,640,True,5.0,8.273032545965414,8.828670481254818,0.0
Raul Silveira,M,713.084.629-13,22,maysacaldeira@example.net,673,False,0.0,8.66639559033036,7.001803230280693,7.955790692318892
Pietra Freitas,F,302.596.714-52,26,joao-felipe63@example.com,712,False,0.0,9.84753203281689,8.516755976050755,6.7992446500964885
Cauã Rezende,M,240.753.618-53,26,mda-rosa@example.com,768,True,4.0,8.612107780719231,0.0,0.0
Maria Luiza Cardoso,F,549.687.210-30,26,sophiesales@example.com,643,True,4.0,9.691160304979725,0.0,0.0
Sr. Davi Lucca Alves,M,732.809.461-31,26,alanaaraujo@example.com,654,True,5.0,9.535729278860725,8.862368002311172,0.0
Sr. Pedro Lucas Sales,M,670.125.349-07,27,araujomiguel@example.com,737,False,0.0,8.988702859456623,5.869047008915043,7.004742422119499
Maria Luiza Vieira,F,205.197.843-32,18,lucas42@example.com,704,True,7.0,5.3527086937847566,9.808772990730596,5.304039621228702
João Miguel da Mota,M,710.896.523-21,25,benjamin86@example.net,749,False,0.0,6.98992113430446,8.8341196258192,9.965965845963314
Daniel Moreira,M,279.831.654-55,18,enzo-gabriel57@example.net,695,False,0.0,5.310580316646052,6.1836590403312774,8.12984532046144
Samuel Duarte,M,981.024.637-40,27,ana-julia32@example.com,689,False,0.0,9.066361480695921,9.768155889750956,5.593738255759729
Lorena da Cruz,F,251.037.689-68,21,beatriz91@example.com,750,False,0.0,9.489191044619545,8.595338181495473,5.755155182830732
Alexandre Costa,M,692.140.738-13,25,danielada-mota@example.org,772,True,1.0,0.0,0.0,0.0
Benjamin Pereira,M,217.365.849-28,27,joao-guilhermecastro@example.com,697,True,3.0,8.07844591020974,0.0,0.0
Sr. Pedro Lucas da Conceição,M,867.245.319-00,23,danielgomes@example.net,682,False,0.0,7.576523363518403,5.273775309225115,8.323601154753073
Sr. Raul Pinto,M,753.968.420-83,21,castrosophia@example.net,763,True,7.0,8.991336730103543,8.387777840222125,8.513080257857403
Dr. Gustavo Henrique da Mota,M,372.684.015-07,19,kpeixoto@example.org,721,False,0.0,9.60966026270708,6.165298285063585,9.906371451008196
Eduarda Silva,F,761.504.983-01,25,nfogaca@example.net,700,False,0.0,7.68247418454608,7.542978326719254,6.638060554326156
Olivia Melo,F,496.517.038-57,28,isabellacardoso@example.net,735,True,4.0,5.846738957320667,0.0,0.0
Sr. Samuel Nunes,M,264.190.378-40,23,vitor-hugomelo@example.org,667,True,7.0,9.256212215216475,6.879477205610209,8.157290714046644
Emilly Pereira,F,768.942.305-10,24,fernanda31@example.com,644,True,6.0,5.533207861329544,5.123083545013662,0.0
Benício Vieira,M,739.015.426-80,19,lmoreira@example.com,660,True,4.0,9.928844317772413,0.0,0.0
Arthur Rezende,M,716.508.932-21,21,da-cruzjoao-pedro@example.net,708,True,7.0,9.862070379509618,9.28031716248572,9.218977844362062
Sr. Yuri Costa,M,407.135.869-66,28,gpinto@example.net,777,False,0.0,9.575342023903907,8.251414987434227,9.468422749481187
Dra. Daniela da Luz,F,108.426.379-31,28,vsilva@example.net,656,True,7.0,9.765921036204698,6.971270376627084,6.903386963788641
Mariane Jesus,F,394.057.281-05,26,benjaminnunes@example.com,685,True,4.0,9.468572748488132,0.0,0.0
Sra. Heloísa Martins,F,752.306.891-02,27,pcorreia@example.net,798,False,0.0,9.735542780946137,5.971349086028073,7.4977934300013125
Theo Silveira,M,205.437.196-34,21,bmoreira@example.com,642,False,0.0,8.148836969797083,9.827933199158078,7.39060193989719
Ana Pires,F,935.064.872-56,25,luiz-fernandocavalcanti@example.com,692,True,6.0,5.557367925010576,8.08781316527028,0.0
Dra. Camila Azevedo,F,750.834.296-83,18,lopesenrico@example.com,782,True,1.0,0.0,0.0,0.0
João Miguel Barros,M,240.896.573-00,26,joao-pedro36@example.org,708,False,0.0,7.6509367839176585,5.768560715327291,9.220272608985137
Júlia da Rosa,F,137.586.429-73,19,nathan29@example.com,709,True,7.0,8.925717026707192,7.895850831393903,9.222955098575873
Kevin Cardoso,M,138.296.540-06,28,da-motalucas@example.org,692,True,3.0,9.801807064597668,0.0,0.0
Dra. Nicole da Mota,F,758.691.423-00,23,maria-eduarda72@example.net,787,True,3.0,7.115473822958426,0.0,0.0
Manuela da Mata,F,034.925.716-70,27,elisa56@example.org,783,True,6.0,7.797096036803456,5.582953400390495,0.0
Gabrielly Freitas,F,021.637.894-03,23,giovannaazevedo@example.net,645,False,0.0,6.325941094369355,6.968661227389167,5.572089194495933
Thomas Cunha,M,549.863.701-20,25,ada-costa@example.net,778,False,0.0,8.572221733639404,6.711267891410184,5.100233178796662
Sra. Valentina Lima,F,106.978.234-31,21,cecilia94@example.com,740,False,0.0,5.559901629131493,9.373531468048121,6.430564792419734
Isaac da Luz,M,438.195.702-41,22,brendaviana@example.org,661,False,0.0,9.8023349232075,6.892846095403397,5.077447722457553
Eduarda Santos,F,432.786.059-00,23,rnogueira@example.net,774,True,4.0,5.029254986542913,0.0,0.0
Noah Cardoso,M,051.962.384-33,19,davi-lucas05@example.com,687,False,0.0,7.494338050034125,9.80269603872677,9.558415479540109
Gustavo Henrique Moreira,M,518.702.634-80,27,laiscarvalho@example.com,708,True,7.0,6.83560799668191,6.4416609633894915,8.491027012647725
Esther Silveira,F,976.580.413-00,27,ferreiralais@example.org,795,False,0.0,7.090668418270354,6.106052317005591,9.566123872265653
Bárbara Almeida,F,860.794.531-93,26,sabrina74@example.org,737,True,6.0,9.65217599761653,9.547190067765104,0.0
Kaique Carvalho,M,516.729.843-19,26,pietro54@example.org,696,True,1.0,0.0,0.0,0.0
Olivia Gonçalves,F,768.304.592-65,21,pnascimento@example.com,711,True,2.0,0.0,0.0,0.0
Sr. João Vitor Souza,M,865.042.739-10,27,maria-sophia01@example.com,764,False,0.0,7.106486782464948,6.051590273460526,7.922956083065499
Nathan Porto,M,576.834.190-01,25,ryan82@example.net,749,True,2.0,0.0,0.0,0.0
Cecília Jesus,F,073.185.642-26,26,rezendemaria-luiza@example.com,655,True,4.0,5.507151958847017,0.0,0.0
Luiz Miguel Barros,M,521.938.406-60,19,gda-rosa@example.com,658,False,0.0,8.117047873482537,5.315756500828265,9.688437280013906
Evelyn Pires,F,591.876.342-28,28,luiz-felipecostela@example.net,661,False,0.0,5.772561063524451,8.515851892833897,5.323448563289718
Vicente Martins,M,316.504.298-51,23,portolarissa@example.net,783,False,0.0,6.189521839972384,8.00174536891133,5.35742801664166
Lívia Ferreira,F,458.309.126-51,27,danielmartins@example.net,789,False,0.0,7.5509634685248805,9.708206289985796,6.656012980264872
Sr. Antônio Fernandes,M,154.267.809-94,20,paulo22@example.org,673,True,5.0,5.441031016802929,7.519234040844779,0.0
Benício Cardoso,M,867.259.103-86,20,maria-luizacarvalho@example.com,741,False,0.0,6.053972135689177,7.042835126733096,8.095650677203649
Enzo Cardoso,M,594.307.862-29,26,sarah78@example.org,783,True,6.0,8.378873576247564,6.77331033946523,0.0
Eduarda da Conceição,F,248.509.713-50,26,souzabernardo@example.com,666,True,4.0,9.42474953419006,0.0,0.0
Thomas Moura,M,314.987.206-50,20,flima@example.net,661,False,0.0,5.259528687559764,5.366247915552443,7.0370761907102395
Luana Nogueira,F,136.842.075-35,23,ana-vitoria71@example.com,663,False,0.0,5.231964074450149,8.256576024263685,7.394095361385962
Enzo Souza,M,841.037.659-84,28,barrosleonardo@example.com,775,False,0.0,8.102464985135377,8.887570805505746,5.992211655231775
Natália Silva,F,218.469.703-69,24,heitor40@example.org,781,False,0.0,9.85922944801092,5.791239767335863,7.450724927656715
Cauê Caldeira,M,538.194.267-28,28,grezende@example.com,766,False,0.0,7.392450440261664,7.135240516533656,9.536040089775035
Davi Lucas Viana,M,604.897.253-92,19,paulovieira@example.net,752,True,4.0,7.807194377174667,0.0,0.0
Maria Clara Mendes,F,403.751.698-57,27,gpereira@example.org,762,True,4.0,6.256387570865166,0.0,0.0
Ana Ferreira,F,045.796.382-47,22,carolinedas-neves@example.com,655,False,0.0,7.8099171638670075,7.750912045418033,8.522885704372559
Anthony Jesus,M,347.629.051-43,26,joao-gabriel39@example.org,713,False,0.0,5.151086634318042,5.124136623176311,6.971479362325274
Maria Eduarda Ramos,F,037.248.659-29,20,peixotojulia@example.org,660,False,0.0,5.828088631848656,9.409302559805436,8.522654431382342
Vicente Rezende,M,857.164.230-35,26,ana-juliafogaca@example.org,752,False,0.0,6.628230578497814,6.925884774216593,6.8325283208262055
Enzo Gabriel Farias,M,914.067.352-99,25,joao-guilherme17@example.net,650,False,0.0,6.862246973299361,7.112297994508151,7.633968775076303
Ian Monteiro,M,450.783.126-17,22,xdas-neves@example.com,681,False,0.0,6.997287345552797,9.417446576485466,6.8433092331633745
Alexia Almeida,F,502.347.896-38,24,costelalais@example.net,697,True,6.0,5.408234998409231,7.532165523539264,0.0
Isabella Martins,F,817.423.509-41,21,guilhermecunha@example.com,689,True,7.0,5.420522611972881,9.821898215988654,7.826362220753006
Caroline da Mota,F,756.023.841-62,21,icosta@example.com,648,False,0.0,7.903031421742234,8.283687033127844,6.810555015127626
Lavínia Pires,F,780.326.194-96,24,da-costasamuel@example.org,780,False,0.0,5.883082015603222,7.808931580544499,9.17478975088124
Pedro Miguel Nogueira,M,375.420.681-80,28,daniel59@example.net,745,True,6.0,7.316045479463892,8.299486553462375,0.0
Clarice Moura,F,546.217.309-16,24,bianca54@example.net,666,False,0.0,7.8488629071916005,7.970568983054527,9.09171816346116
Dra. Maitê da Rosa,F,234.716.089-31,18,da-pazmaria-cecilia@example.net,695,True,7.0,5.359461542838818,7.369878877927649,8.836264914523365
Caio Costa,M,152.098.476-67,23,aramos@example.org,736,False,0.0,7.342250747470187,6.165713257060379,7.483718830374785
Sr. Alexandre Duarte,M,452.378.610-08,25,ana-julia55@example.org,719,True,1.0,0.0,0.0,0.0
Isis Correia,F,583.764.921-28,24,da-motamaysa@example.net,740,True,1.0,0.0,0.0,0.0
Luna Almeida,F,605.978.321-02,25,vicentecardoso@example.org,662,True,3.0,7.369535187288701,0.0,0.0
Sra. Cecília Moura,F,073.254.681-80,18,hnovaes@example.net,659,True,3.0,6.351101568700962,0.0,0.0
João Miguel Duarte,M,512.069.743-70,22,mariacardoso@example.org,652,False,0.0,7.187545240231719,7.681381150932822,9.36376365750885
Thiago Monteiro,M,814.902.367-40,19,maria-sophia83@example.org,680,False,0.0,5.1228383102210575,9.664506482955245,5.47022769546319
Mariana Silveira,F,182.640.753-71,25,alexandresouza@example.org,649,True,4.0,8.66487942183907,0.0,0.0
Yago Castro,M,348.520.169-33,23,da-cunhaeduarda@example.com,666,False,0.0,5.800651809144682,9.14317828180443,8.254878268500304
Thomas Rodrigues,M,291.486.073-04,26,mouralorenzo@example.net,760,True,4.0,9.36791480703812,0.0,0.0
Luna Costa,F,182.495.603-70,28,fogacagustavo@example.net,708,True,5.0,9.12005481685193,8.959265111002917,0.0
Maria Fernanda Castro,F,375.092.481-32,18,joao-gabriel61@example.org,761,False,0.0,5.193973188141242,5.9361877744814615,7.243864801240068
Bruno Farias,M,547.903.862-10,28,luiz-otaviolopes@example.net,755,True,5.0,5.401960061662034,5.240698242302816,0.0
Vitor Gabriel Jesus,M,837.065.914-48,23,heitorcavalcanti@example.com,740,True,2.0,0.0,0.0,0.0
Srta. Stephany Nunes,F,854.923.716-73,20,clopes@example.org,765,False,0.0,9.247259895847236,9.696525510168794,9.724608204375572
Ian das Neves,M,029.756.831-03,24,barbara18@example.com,660,False,0.0,8.876288689385126,7.3463104133960035,8.519558808410608
Ian da Rosa,M,857.403.129-14,22,miguelalves@example.com,657,False,0.0,6.952807889432992,8.82308855961989,7.739097952922731
Ana Laura Castro,F,471.260.893-50,28,portoantonio@example.com,691,False,0.0,5.587091480292919,6.5140859325848055,8.478471778582833
Cecília Porto,F,942.057.168-85,20,eduardasantos@example.org,674,True,1.0,0.0,0.0,0.0
Sr. Nicolas Peixoto,M,974.125.860-76,25,marianecarvalho@example.com,679,False,0.0,6.585732135779181,5.110668932545634,6.088074679917628
Gustavo Henrique Jesus,M,487.935.206-38,28,maria-vitoriaferreira@example.com,657,False,0.0,7.533392694171278,6.034168224028896,6.249273837779964
Maria Cecília Caldeira,F,925.103.748-50,26,ana-luiza39@example.org,651,False,0.0,9.296760337067234,5.959802974491381,8.44039668386328
Renan das Neves,M,368.279.045-47,18,qfogaca@example.com,719,True,6.0,8.468700260078057,8.424825617413733,0.0
Juliana Pires,F,176.453.908-75,23,qfernandes@example.com,712,True,1.0,0.0,0.0,0.0
Luiz Otávio Cavalcanti,M,167.302.495-52,23,silvaemanuella@example.com,787,True,7.0,8.098352994421433,6.077101445175574,5.79829515464943
Sr. João Felipe da Mata,M,423.715.896-91,26,sda-conceicao@example.net,760,False,0.0,5.448429746064327,7.593040596647214,7.730055530950693
Sr. Francisco Araújo,M,964.521.083-60,25,carvalhobreno@example.com,660,False,0.0,7.798487980398128,7.784419929797824,8.203506782954618
Maria Julia Fogaça,F,742.831.950-14,21,dda-cunha@example.org,650,False,0.0,7.961367555556021,6.12783840083171,6.006399724520704
Dr. Diego Nunes,M,071.645.328-26,21,catarina81@example.com,729,False,0.0,8.713666305623368,8.915068828889341,7.981645118749227
Vitor Gabriel da Rocha,M,853.740.291-50,23,grezende@example.org,658,True,3.0,7.192362963617101,0.0,0.0
Carolina Pires,F,981.546.027-76,28,vitorcastro@example.net,738,False,0.0,6.755152532536516,6.520009417000533,7.484217203483501
Srta. Maria Vitória Porto,F,026.174.953-61,26,cunharaquel@example.net,675,True,1.0,0.0,0.0,0.0
Dr. Francisco Costa,M,437.109.682-40,20,fda-rocha@example.net,786,False,0.0,6.192862131765059,9.048304365814579,7.651479426834902
Emanuella Caldeira,F,610.324.789-69,26,samuel03@example.org,688,True,6.0,7.095664069207279,9.184328305616898,0.0
Cauê Pereira,M,529.406.387-56,18,pedro-lucas85@example.org,755,True,5.0,8.474839218959477,6.391214616453548,0.0
Srta. Stella Costela,F,092.354.187-04,21,jcunha@example.net,693,True,7.0,5.837211923893639,9.79594568595073,9.86424764347984
Ana Júlia Melo,F,261.935.078-68,22,vinicius63@example.net,759,True,4.0,6.053909403321619,0.0,0.0
Daniela Ribeiro,F,278.069.143-31,24,rnovaes@example.org,709,False,0.0,8.285976009855297,6.861469316134977,9.628768023637
Dr. Davi Luiz Silveira,M,382.547.619-73,23,fogacamiguel@example.net,740,True,2.0,0.0,0.0,0.0
Rafael Silveira,M,762.108.349-22,27,da-matakevin@example.org,719,True,1.0,0.0,0.0,0.0
Larissa Santos,F,513.496.270-70,18,rpereira@example.com,785,True,2.0,0.0,0.0,0.0
Sr. Thomas Nunes,M,867.432.519-09,19,breno39@example.com,728,False,0.0,9.31540063611817,7.869096566758049,9.131252013050815
Laura Duarte,F,723.048.961-03,24,dcardoso@example.org,693,False,0.0,8.103321477502616,7.581289009311666,7.210168287085697
Agatha Barbosa,F,327.695.480-00,20,rochanicolas@example.net,790,False,0.0,9.726699442873299,5.348740041135459,5.045857629406659
Ana Sophia Moraes,F,764.835.290-74,23,teixeirayasmin@example.com,787,True,3.0,8.847094066194712,0.0,0.0
Maysa Correia,F,326.904.587-56,28,fcardoso@example.com,681,True,2.0,0.0,0.0,0.0
Davi Luiz Teixeira,M,018.452.769-49,22,cunhaana-laura@example.org,788,True,3.0,5.110537525165998,0.0,0.0
Marcela Alves,F,320.859.174-88,24,joaquim34@example.com,691,False,0.0,5.515640704046454,6.9280286125980055,5.783380195311171
Bernardo Porto,M,674.953.280-29,18,julia78@example.net,772,True,1.0,0.0,0.0,0.0
Sr. Breno Cavalcanti,M,140.765.238-90,23,fteixeira@example.org,656,True,2.0,0.0,0.0,0.0
Mirella Moreira,F,980.741.256-02,23,limamaria-cecilia@example.com,657,True,1.0,0.0,0.0,0.0
Noah Cardoso,M,458.023.967-92,25,kevin98@example.net,720,False,0.0,6.163272208566763,6.959706850726199,5.857989014199992
João Vitor da Cunha,M,196.702.584-30,22,otaviocardoso@example.net,789,True,5.0,8.320522498491712,9.768340053893134,0.0
Esther Caldeira,F,562.198.074-30,25,joaquim88@example.com,773,False,0.0,5.250522565519883,9.764390969470263,5.499444783895828
João Vitor Teixeira,M,498.012.753-32,25,luiz-otavioda-rocha@example.com,650,True,2.0,0.0,0.0,0.0
Rafael Ribeiro,M,025.379.168-59,25,agathafarias@example.com,758,True,6.0,8.12214390080828,6.481799974706395,0.0
Ana Laura Nogueira,F,049.815.762-85,23,nataliamoreira@example.net,736,True,7.0,9.967466714994094,5.147906250127646,9.24197920805577
Stephany da Cruz,F,276.514.390-07,24,yurijesus@example.org,781,True,6.0,7.763674402672919,5.631313172716682,0.0
Heitor Silveira,M,089.574.312-41,26,ffreitas@example.org,727,True,7.0,7.769846611602645,6.2240738305597265,6.608187064393956
Otávio Aragão,M,162.095.374-99,23,vcunha@example.net,760,True,5.0,9.62195225192665,6.812552446983641,0.0
Otávio Silva,M,316.847.295-64,27,yda-paz@example.net,676,True,5.0,7.1800267098074855,8.006160046165324,0.0
Marcelo Souza,M,495.361.820-33,18,flopes@example.com,643,True,6.0,7.593670595476194,8.316345063262553,0.0
Sarah Barbosa,F,806.159.732-21,22,cda-cunha@example.com,661,False,0.0,8.323719001026397,8.987514743717222,6.339289228239197
Breno Fogaça,M,417.529.360-43,20,gpeixoto@example.net,647,False,0.0,7.329192796915626,8.36151104374611,8.147307640731432
Sr. Enzo Gabriel Carvalho,M,169.578.032-95,22,lcaldeira@example.org,753,True,1.0,0.0,0.0,0.0
Bianca Rocha,F,731.280.964-22,18,camila90@example.com,641,True,6.0,5.356445854940718,8.546735002688274,0.0
Alexia Campos,F,532.984.016-33,23,joao-vitor04@example.com,707,True,5.0,8.807114673681046,8.141694080057151,0.0
Ana Lívia da Paz,F,094.328.157-14,18,vlopes@example.org,655,False,0.0,7.940123156810231,9.15012688398548,9.105427262914397
Marcela Pinto,F,157.026.438-44,20,grezende@example.com,674,True,2.0,0.0,0.0,0.0
Bianca Cunha,F,604.893.251-06,27,icampos@example.net,715,True,3.0,6.201103675873888,0.0,0.0
Vitor Moraes,M,096.273.458-65,26,cavalcantijulia@example.com,797,False,0.0,6.3847942277593495,6.002046048371978,5.373583500049708
Isis Freitas,F,524.819.673-64,20,souzaheitor@example.net,679,False,0.0,8.417072146347593,9.063559237808182,6.076035134309027
Gabriel Silveira,M,241.835.709-05,18,fariasana-clara@example.com,757,False,0.0,9.979321692069714,8.719708351807558,5.285132117977314
Dr. Pedro Miguel Monteiro,M,425.971.638-73,23,evelynporto@example.org,709,False,0.0,9.201315972771285,8.461982100844816,7.264554637729923
Yuri Ferreira,M,308.947.215-50,28,davi-luiz27@example.com,754,False,0.0,5.547218235090855,8.282407996990875,8.564833372830615
Emanuel Fernandes,M,156.039.427-70,24,maria-eduarda92@example.org,661,True,6.0,5.493173773749584,8.793102060669552,0.0
André Viana,M,054.693.287-83,20,larissanascimento@example.org,767,False,0.0,7.862226125316868,9.747913917288145,7.84808724896709
Laís da Cunha,F,752.913.486-82,19,cauanascimento@example.net,728,False,0.0,9.09166541949611,7.488555236774825,5.420588821707638
Srta. Ana Júlia Pinto,F,874.230.956-56,25,portoolivia@example.com,681,False,0.0,7.789558628261203,7.730644372156859,6.438487306816114
Lucas Gabriel Silva,M,249.781.360-40,23,maria-aliceviana@example.com,777,True,5.0,8.527586213742417,5.969649356457615,0.0
Sabrina Novaes,F,659.134.072-61,26,llopes@example.com,703,False,0.0,7.585657375187383,8.169750317406184,6.650575333984515
João Rocha,M,394.762.015-25,20,esthergoncalves@example.net,735,False,0.0,9.072823243750408,7.552614157629237,6.61239251592466
Sr. Otávio Freitas,M,319.458.627-00,26,maria-eduarda68@example.org,654,True,1.0,0.0,0.0,0.0
Sophie Cavalcanti,F,624.598.301-06,18,thalespereira@example.net,792,False,0.0,5.787341811509799,8.033450995363825,5.2866624552781945
Maitê Santos,F,036.541.279-16,28,da-cruzdavi-lucca@example.net,713,False,0.0,7.574171396534204,5.023440258803414,9.18831114220717
Vitor da Mota,M,235.068.197-12,25,ana-sophiabarbosa@example.com,655,False,0.0,9.88694173077075,5.677449906458892,9.357431889338118
Olivia da Luz,F,760.329.584-00,18,laura61@example.org,653,True,4.0,5.5162617762436374,0.0,0.0
Dr. João Guilherme Freitas,M,362.709.841-22,25,krocha@example.org,797,True,7.0,9.451483037912425,6.0048553005741,8.373422642538397
Maria Vitória Freitas,F,951.064.387-48,20,emillydias@example.org,700,False,0.0,8.505681512047566,6.861604048859009,7.3031111056300615
Fernanda Barbosa,F,874.502.963-65,22,tda-paz@example.org,662,False,0.0,8.406027451006914,9.583073294179012,8.004884683137423
Júlia da Luz,F,043.751.926-07,27,tda-cruz@example.com,660,False,0.0,5.551834691694834,5.030651605154412,9.780343884813885
Ana Clara Rezende,F,049.782.165-67,20,zlima@example.com,741,True,4.0,7.977084120148054,0.0,0.0
Ana Lívia Gonçalves,F,487.506.239-74,20,scampos@example.com,665,False,0.0,5.324419436843584,5.769625894641334,5.096229476029907
Cauê Azevedo,M,843.596.071-48,19,lramos@example.net,749,True,3.0,6.355658416931833,0.0,0.0
Dra. Caroline Cunha,F,853.901.467-00,22,martinsjulia@example.com,718,True,7.0,7.283897477770964,7.726148191466894,9.013619981378042
Sofia Almeida,F,425.819.367-46,25,ramosamanda@example.net,678,False,0.0,7.325544448214824,8.719553639149614,9.987492541327882
